x,Curve1
3686.6,1.015e-05
3794.2,7.703e-05
3966,0.0011489
4130.1,0.011572
4368.9,0.11761
4602.7,0.4583
4934.4,1.121
5309.9,1.4079
5600.7,1.2274
5904.4,0.6841
6128.4,0.2847
6442.6,0.05256
6885.6,0.006318
7264.2,0.0011773
7969.7,7.134e-05
8518.1,1.0292e-05
