x,Curve1
3400.9,1.005e-05
3477.7,2.709e-05
3624.4,0.00014286
3803.6,0.0009047
4099.4,0.009771
4346.3,0.03546
4537.3,0.0699
4810,0.12195
5271.5,0.20793
5660.7,0.25347
6122.3,0.25338
6537.2,0.19996
6998.8,0.11991
7898.8,0.022546
9237.2,0.0007618
10011.4,8.859e-05
