x,Curve1
0.0224,0.999773
0.5066,0.985093
1.0193,0.972534
1.4818,0.96111
1.9839,0.951731
2.9937,0.932672
3.9929,0.916566
4.9979,0.900991
5.992,0.887612
6.9865,0.875444
7.9865,0.863277
9.0093,0.852776
9.9703,0.841895
10.9877,0.832531
11.9658,0.822332
12.9888,0.81327
13.9618,0.805647
15.0017,0.79704
15.9691,0.78934
16.9982,0.782778
17.949,0.776063
18.9948,0.768668
19.9791,0.761953
