x,Curve1
28.62,4534.3
102.77,5040.9
301.66,5849.6
549.51,6505.7
843.08,6941.5
1134.24,7102
1295.74,7136.6
1639.15,7015.4
1945.07,6705.5
2169.45,6266.5
2403.67,5505
2611.01,4515.4
2753.08,3598.2
2838.02,2915.4
2905.83,2246.7
