x,Curve1
3461.21,-1.26
3990.45,20.84
4423.48,49.06
5028.93,107.95
5273.53,150.88
5618.39,224.47
5846.97,291.92
6003.38,355.69
6151.79,434.17
6252.08,502.85
6364.4,586.23
6468.73,694.14
6548.99,782.43
6621.24,884.21
6685.47,988.44
6741.68,1096.35
