x,Curve1
3284.4,1.0206e-05
3365.8,3.458e-05
3449.6,0.00010137
3563.6,0.0004555
3759.2,0.003571
3866.3,0.008918
3989.7,0.023493
4096.8,0.04561
4245.9,0.08924
4402.1,0.13678
4567.5,0.16932
4786.6,0.17995
5061.7,0.1869
5266.8,0.17851
5537.2,0.15797
5747.1,0.11641
5910.3,0.08071
6152.8,0.03821
6320.7,0.019678
6570.3,0.005462
6826.9,0.001234
6973.9,0.0004978
7139.5,0.00017911
7407.8,3.554e-05
7617.7,9.792e-06
